Vs,Vg,Vd,Id,Is,Qs,Qd,Ig,Qg,Vb,Ib,Qb
3.00E-01,8.00E-01,1.00E-02,-1.01E-04,1.01E-04,7.27E-16,-2.21E-15,5.79E-32,5.94E-15,0.00E+00,-9.57E-17,-4.08E-15
6.00E-01,8.00E-01,1.30E-01,-1.01E-04,1.01E-04,8.96E-16,-1.49E-15,-5.79E-32,4.93E-15,0.00E+00,-1.54E-16,-3.94E-15
3.00E-01,1.00E+00,5.00E-02,-1.00E-04,1.00E-04,6.75E-16,-3.00E-15,1.29E-31,7.27E-15,0.00E+00,-1.11E-16,-4.56E-15
3.00E-01,1.10E+00,6.00E-02,-1.00E-04,1.00E-04,6.49E-16,-3.45E-15,8.50E-31,8.00E-15,0.00E+00,-3.15E-16,-4.81E-15
6.00E-01,1.00E+00,2.70E-01,-9.98E-05,9.98E-05,8.23E-16,-1.67E-15,1.63E-31,5.46E-15,0.00E+00,-7.92E-15,-4.23E-15
6.00E-01,1.10E+00,3.10E-01,-9.97E-05,9.97E-05,7.93E-16,-1.93E-15,-5.67E-31,5.95E-15,0.00E+00,-4.84E-16,-4.43E-15
6.00E-01,7.00E-01,6.00E-02,-9.97E-05,9.97E-05,9.34E-16,-1.43E-15,-4.31E-31,4.70E-15,0.00E+00,6.78E-15,-3.81E-15
6.00E-01,9.00E-01,2.10E-01,-9.92E-05,9.92E-05,8.58E-16,-1.53E-15,-4.02E-31,5.14E-15,0.00E+00,-5.29E-13,-4.07E-15
3.00E-01,1.20E+00,7.00E-02,-9.90E-05,9.90E-05,6.25E-16,-3.92E-15,4.51E-32,8.76E-15,0.00E+00,-3.50E-16,-5.07E-15
6.00E-01,8.00E-01,1.40E-01,-9.85E-05,9.85E-05,8.95E-16,-1.46E-15,-2.68E-31,4.89E-15,0.00E+00,3.26E-16,-3.94E-15
3.00E-01,9.00E-01,4.00E-02,-9.85E-05,9.85E-05,7.00E-16,-2.56E-15,2.32E-31,6.56E-15,0.00E+00,-2.59E-16,-4.31E-15
3.00E-01,8.00E-01,2.00E-02,-9.80E-05,9.80E-05,7.27E-16,-2.18E-15,-7.73E-32,5.91E-15,0.00E+00,-1.77E-16,-4.08E-15
6.00E-01,1.20E+00,3.40E-01,-9.73E-05,9.73E-05,7.65E-16,-2.28E-15,-6.44E-33,6.56E-15,0.00E+00,-4.49E-16,-4.66E-15
6.00E-01,1.00E+00,2.80E-01,-9.69E-05,9.69E-05,8.23E-16,-1.64E-15,4.51E-32,5.43E-15,0.00E+00,-7.59E-15,-4.23E-15
6.00E-01,7.00E-01,7.00E-02,-9.69E-05,9.69E-05,9.34E-16,-1.39E-15,1.56E-31,4.66E-15,0.00E+00,6.28E-15,-3.81E-15
6.00E-01,1.10E+00,3.20E-01,-9.65E-05,9.65E-05,7.92E-16,-1.90E-15,-4.18E-32,5.92E-15,0.00E+00,-4.12E-16,-4.43E-15
6.00E-01,9.00E-01,2.20E-01,-9.64E-05,9.64E-05,8.57E-16,-1.50E-15,2.35E-31,5.10E-15,0.00E+00,-3.30E-15,-4.07E-15
3.00E-01,1.00E+00,6.00E-02,-9.63E-05,9.63E-05,6.74E-16,-2.97E-15,1.13E-31,7.24E-15,0.00E+00,-1.83E-16,-4.56E-15
3.00E-01,1.10E+00,7.00E-02,-9.61E-05,9.61E-05,6.49E-16,-3.43E-15,7.73E-32,7.98E-15,0.00E+00,-3.60E-16,-4.82E-15
6.00E-01,8.00E-01,1.50E-01,-9.58E-05,9.58E-05,8.95E-16,-1.42E-15,-2.14E-31,4.85E-15,0.00E+00,-7.45E-17,-3.94E-15
3.00E-01,9.00E-01,5.00E-02,-9.50E-05,9.50E-05,7.00E-16,-2.53E-15,-2.19E-31,6.53E-15,0.00E+00,-2.10E-16,-4.31E-15
3.00E-01,1.20E+00,8.00E-02,-9.49E-05,9.49E-05,6.25E-16,-3.90E-15,-1.55E-31,8.74E-15,0.00E+00,1.02E-16,-5.08E-15
6.00E-01,6.00E-01,-2.21E-34,-9.49E-05,9.49E-05,9.73E-16,-1.34E-15,-3.11E-31,4.44E-15,0.00E+00,1.12E-14,-3.69E-15
3.00E-01,8.00E-01,3.00E-02,-9.47E-05,9.47E-05,7.27E-16,-2.15E-15,-4.51E-32,5.88E-15,0.00E+00,-1.47E-16,-4.08E-15
6.00E-01,7.00E-01,8.00E-02,-9.42E-05,9.42E-05,9.33E-16,-1.36E-15,-3.99E-31,4.62E-15,0.00E+00,5.85E-15,-3.81E-15
6.00E-01,1.00E+00,2.90E-01,-9.40E-05,9.40E-05,8.23E-16,-1.60E-15,-7.08E-32,5.39E-15,0.00E+00,-7.31E-15,-4.23E-15
6.00E-01,1.20E+00,3.50E-01,-9.38E-05,9.38E-05,7.64E-16,-2.26E-15,4.10E-31,6.53E-15,0.00E+00,-3.54E-16,-4.66E-15
6.00E-01,9.00E-01,2.30E-01,-9.37E-05,9.37E-05,8.57E-16,-1.46E-15,-1.98E-31,5.06E-15,0.00E+00,-3.61E-15,-4.07E-15
6.00E-01,1.10E+00,3.30E-01,-9.32E-05,9.32E-05,7.92E-16,-1.87E-15,3.86E-31,5.89E-15,0.00E+00,-3.75E-16,-4.43E-15
3.00E-01,7.00E-01,1.60E-33,-9.31E-05,9.31E-05,7.55E-16,-1.84E-15,-1.64E-31,5.34E-15,0.00E+00,-1.06E-17,-3.87E-15
6.00E-01,8.00E-01,1.60E-01,-9.31E-05,9.31E-05,8.94E-16,-1.39E-15,-4.70E-31,4.82E-15,0.00E+00,1.85E-16,-3.94E-15
3.00E-01,1.00E+00,7.00E-02,-9.25E-05,9.25E-05,6.74E-16,-2.94E-15,1.13E-31,7.22E-15,0.00E+00,4.51E-17,-4.56E-15
3.00E-01,1.10E+00,8.00E-02,-9.22E-05,9.22E-05,6.49E-16,-3.40E-15,5.15E-32,7.96E-15,0.00E+00,-1.25E-16,-4.82E-15
6.00E-01,6.00E-01,1.00E-02,-9.22E-05,9.22E-05,9.72E-16,-1.30E-15,1.93E-32,4.40E-15,0.00E+00,1.93E-14,-3.68E-15
6.00E-01,7.00E-01,9.00E-02,-9.15E-05,9.15E-05,9.33E-16,-1.33E-15,1.93E-32,4.59E-15,0.00E+00,5.39E-15,-3.81E-15
3.00E-01,8.00E-01,4.00E-02,-9.14E-05,9.14E-05,7.27E-16,-2.12E-15,-7.73E-32,5.85E-15,0.00E+00,-1.43E-16,-4.08E-15
3.00E-01,9.00E-01,6.00E-02,-9.14E-05,9.14E-05,7.00E-16,-2.50E-15,-5.47E-32,6.50E-15,0.00E+00,-1.26E-16,-4.31E-15
6.00E-01,1.00E+00,3.00E-01,-9.10E-05,9.10E-05,8.22E-16,-1.57E-15,6.44E-31,5.36E-15,0.00E+00,-7.00E-15,-4.22E-15
3.00E-01,1.20E+00,9.00E-02,-9.09E-05,9.09E-05,6.25E-16,-3.87E-15,1.61E-31,8.71E-15,0.00E+00,-3.31E-16,-5.08E-15
6.00E-01,9.00E-01,2.40E-01,-9.09E-05,9.09E-05,8.56E-16,-1.43E-15,6.44E-33,5.03E-15,0.00E+00,-3.62E-15,-4.07E-15
6.00E-01,8.00E-01,1.70E-01,-9.03E-05,9.03E-05,8.94E-16,-1.35E-15,-1.68E-31,4.78E-15,0.00E+00,9.05E-17,-3.93E-15
6.00E-01,1.20E+00,3.60E-01,-9.02E-05,9.02E-05,7.64E-16,-2.23E-15,9.33E-32,6.51E-15,0.00E+00,-5.18E-16,-4.66E-15
3.00E-01,7.00E-01,1.00E-02,-9.01E-05,9.01E-05,7.55E-16,-1.81E-15,-1.03E-31,5.31E-15,0.00E+00,-7.71E-15,-3.87E-15
6.00E-01,1.10E+00,3.40E-01,-9.00E-05,9.00E-05,7.92E-16,-1.84E-15,1.61E-32,5.86E-15,0.00E+00,-4.38E-16,-4.42E-15
6.00E-01,6.00E-01,2.00E-02,-8.95E-05,8.95E-05,9.72E-16,-1.27E-15,-2.45E-31,4.37E-15,0.00E+00,1.83E-14,-3.68E-15
6.00E-01,7.00E-01,1.00E-01,-8.88E-05,8.88E-05,9.32E-16,-1.29E-15,-1.67E-31,4.55E-15,0.00E+00,4.90E-15,-3.81E-15
3.00E-01,1.00E+00,8.00E-02,-8.87E-05,8.87E-05,6.74E-16,-2.92E-15,1.41E-33,7.19E-15,0.00E+00,-2.69E-16,-4.56E-15
3.00E-01,1.10E+00,9.00E-02,-8.82E-05,8.82E-05,6.49E-16,-3.38E-15,-1.42E-31,7.93E-15,0.00E+00,-2.55E-16,-4.82E-15
6.00E-01,9.00E-01,2.50E-01,-8.82E-05,8.82E-05,8.56E-16,-1.39E-15,-6.92E-32,4.99E-15,0.00E+00,-3.75E-15,-4.06E-15
6.00E-01,1.00E+00,3.10E-01,-8.81E-05,8.81E-05,8.22E-16,-1.54E-15,2.45E-31,5.32E-15,0.00E+00,-6.77E-15,-4.22E-15
3.00E-01,8.00E-01,5.00E-02,-8.81E-05,8.81E-05,7.26E-16,-2.09E-15,2.25E-32,5.82E-15,0.00E+00,-1.75E-16,-4.08E-15
3.00E-01,9.00E-01,7.00E-02,-8.78E-05,8.78E-05,7.00E-16,-2.47E-15,-2.04E-31,6.47E-15,0.00E+00,-1.68E-16,-4.31E-15
6.00E-01,8.00E-01,1.80E-01,-8.76E-05,8.76E-05,8.93E-16,-1.32E-15,-3.67E-31,4.74E-15,0.00E+00,7.11E-17,-3.93E-15
3.00E-01,7.00E-01,2.00E-02,-8.71E-05,8.71E-05,7.54E-16,-1.78E-15,4.83E-33,5.27E-15,0.00E+00,-7.41E-15,-3.86E-15
3.00E-01,1.20E+00,1.00E-01,-8.68E-05,8.68E-05,6.24E-16,-3.85E-15,-3.22E-33,8.69E-15,0.00E+00,-1.82E-16,-5.08E-15
6.00E-01,6.00E-01,3.00E-02,-8.68E-05,8.68E-05,9.71E-16,-1.23E-15,7.40E-32,4.33E-15,0.00E+00,1.75E-14,-3.68E-15
6.00E-01,1.10E+00,3.50E-01,-8.67E-05,8.67E-05,7.91E-16,-1.81E-15,1.29E-32,5.83E-15,0.00E+00,-4.32E-16,-4.42E-15
6.00E-01,1.20E+00,3.70E-01,-8.67E-05,8.67E-05,7.64E-16,-2.20E-15,1.45E-31,6.48E-15,0.00E+00,-1.95E-16,-4.66E-15
6.00E-01,7.00E-01,1.10E-01,-8.61E-05,8.61E-05,9.32E-16,-1.26E-15,1.42E-31,4.51E-15,0.00E+00,4.51E-15,-3.80E-15
6.00E-01,9.00E-01,2.60E-01,-8.55E-05,8.55E-05,8.55E-16,-1.36E-15,-2.34E-37,4.95E-15,0.00E+00,-3.93E-15,-4.06E-15
6.00E-01,1.00E+00,3.20E-01,-8.52E-05,8.52E-05,8.21E-16,-1.50E-15,5.57E-31,5.29E-15,0.00E+00,-6.57E-15,-4.22E-15
6.00E-01,8.00E-01,1.90E-01,-8.50E-05,8.50E-05,8.93E-16,-1.28E-15,-2.22E-31,4.71E-15,0.00E+00,-5.95E-13,-3.93E-15
3.00E-01,1.00E+00,9.00E-02,-8.49E-05,8.49E-05,6.74E-16,-2.89E-15,-2.09E-32,7.17E-15,0.00E+00,-8.71E-18,-4.56E-15
3.00E-01,8.00E-01,6.00E-02,-8.47E-05,8.47E-05,7.26E-16,-2.06E-15,-1.55E-31,5.79E-15,0.00E+00,-1.25E-16,-4.08E-15
3.00E-01,1.10E+00,1.00E-01,-8.42E-05,8.42E-05,6.49E-16,-3.35E-15,2.83E-31,7.91E-15,0.00E+00,-1.74E-17,-4.82E-15
3.00E-01,9.00E-01,8.00E-02,-8.42E-05,8.42E-05,7.00E-16,-2.44E-15,-5.43E-32,6.45E-15,0.00E+00,-1.87E-16,-4.31E-15
6.00E-01,6.00E-01,4.00E-02,-8.41E-05,8.41E-05,9.71E-16,-1.20E-15,-5.79E-32,4.29E-15,0.00E+00,1.66E-14,-3.68E-15
3.00E-01,7.00E-01,3.00E-02,-8.41E-05,8.41E-05,7.54E-16,-1.74E-15,4.73E-31,5.24E-15,0.00E+00,-7.05E-15,-3.86E-15
6.00E-01,7.00E-01,1.20E-01,-8.35E-05,8.35E-05,9.31E-16,-1.22E-15,9.01E-32,4.48E-15,0.00E+00,4.14E-15,-3.80E-15
6.00E-01,1.10E+00,3.60E-01,-8.34E-05,8.34E-05,7.91E-16,-1.78E-15,-2.58E-32,5.80E-15,0.00E+00,-5.67E-16,-4.42E-15
6.00E-01,1.20E+00,3.80E-01,-8.31E-05,8.31E-05,7.64E-16,-2.17E-15,2.58E-31,6.45E-15,0.00E+00,-3.94E-16,-4.66E-15
6.00E-01,9.00E-01,2.70E-01,-8.28E-05,8.28E-05,8.55E-16,-1.33E-15,-1.38E-31,4.92E-15,0.00E+00,-4.00E-15,-4.06E-15
3.00E-01,1.20E+00,1.10E-01,-8.27E-05,8.27E-05,6.24E-16,-3.82E-15,-5.79E-32,8.67E-15,0.00E+00,-8.56E-17,-5.08E-15
6.00E-01,8.00E-01,2.00E-01,-8.23E-05,8.23E-05,8.92E-16,-1.25E-15,-1.29E-31,4.67E-15,0.00E+00,-1.98E-16,-3.92E-15
6.00E-01,1.00E+00,3.30E-01,-8.22E-05,8.22E-05,8.21E-16,-1.47E-15,-5.15E-32,5.25E-15,0.00E+00,-6.17E-15,-4.22E-15
6.00E-01,6.00E-01,5.00E-02,-8.15E-05,8.15E-05,9.70E-16,-1.16E-15,-8.37E-32,4.25E-15,0.00E+00,1.57E-14,-3.68E-15
3.00E-01,8.00E-01,7.00E-02,-8.14E-05,8.14E-05,7.26E-16,-2.02E-15,-3.06E-32,5.76E-15,0.00E+00,-1.15E-16,-4.08E-15
3.00E-01,7.00E-01,4.00E-02,-8.11E-05,8.11E-05,7.54E-16,-1.71E-15,-1.42E-31,5.20E-15,0.00E+00,-6.70E-15,-3.86E-15
3.00E-01,1.00E+00,1.00E-01,-8.10E-05,8.10E-05,6.74E-16,-2.86E-15,-5.15E-32,7.14E-15,0.00E+00,-1.11E-16,-4.57E-15
6.00E-01,7.00E-01,1.30E-01,-8.08E-05,8.08E-05,9.31E-16,-1.19E-15,-6.44E-33,4.44E-15,0.00E+00,3.75E-15,-3.80E-15
3.00E-01,9.00E-01,9.00E-02,-8.06E-05,8.06E-05,7.00E-16,-2.42E-15,3.86E-32,6.42E-15,0.00E+00,-2.46E-16,-4.32E-15
3.00E-01,1.10E+00,1.10E-01,-8.02E-05,8.02E-05,6.49E-16,-3.32E-15,3.86E-32,7.89E-15,0.00E+00,-2.32E-16,-4.82E-15
6.00E-01,1.10E+00,3.70E-01,-8.01E-05,8.01E-05,7.91E-16,-1.75E-15,-2.70E-31,5.77E-15,0.00E+00,-5.86E-16,-4.42E-15
6.00E-01,9.00E-01,2.80E-01,-8.00E-05,8.00E-05,8.55E-16,-1.29E-15,1.75E-31,4.88E-15,0.00E+00,-1.13E-15,-4.05E-15
6.00E-01,8.00E-01,2.10E-01,-7.96E-05,7.96E-05,8.92E-16,-1.21E-15,-3.22E-33,4.63E-15,0.00E+00,-7.74E-13,-3.92E-15
6.00E-01,1.20E+00,3.90E-01,-7.95E-05,7.95E-05,7.63E-16,-2.14E-15,4.51E-31,6.42E-15,0.00E+00,-3.58E-16,-4.66E-15
6.00E-01,1.00E+00,3.40E-01,-7.93E-05,7.93E-05,8.21E-16,-1.44E-15,2.40E-31,5.22E-15,0.00E+00,-5.72E-15,-4.21E-15
6.00E-01,6.00E-01,6.00E-02,-7.88E-05,7.88E-05,9.70E-16,-1.13E-15,2.93E-31,4.22E-15,0.00E+00,1.48E-14,-3.67E-15
3.00E-01,1.20E+00,1.20E-01,-7.85E-05,7.85E-05,6.24E-16,-3.80E-15,5.31E-32,8.65E-15,0.00E+00,-3.32E-16,-5.09E-15
3.00E-01,7.00E-01,5.00E-02,-7.81E-05,7.81E-05,7.54E-16,-1.68E-15,2.96E-31,5.17E-15,0.00E+00,-6.31E-15,-3.86E-15
6.00E-01,7.00E-01,1.40E-01,-7.81E-05,7.81E-05,9.30E-16,-1.15E-15,-9.01E-32,4.40E-15,0.00E+00,3.35E-15,-3.79E-15
3.00E-01,8.00E-01,8.00E-02,-7.80E-05,7.80E-05,7.26E-16,-1.99E-15,-2.83E-31,5.73E-15,0.00E+00,-1.75E-16,-4.08E-15
6.00E-01,9.00E-01,2.90E-01,-7.73E-05,7.73E-05,8.54E-16,-1.26E-15,-1.10E-31,4.84E-15,0.00E+00,-4.02E-15,-4.05E-15
3.00E-01,1.00E+00,1.10E-01,-7.72E-05,7.72E-05,6.74E-16,-2.84E-15,1.16E-31,7.12E-15,0.00E+00,-1.89E-16,-4.57E-15
3.00E-01,6.00E-01,-3.18E-33,-7.72E-05,7.72E-05,7.84E-16,-1.49E-15,-2.10E-31,4.78E-15,0.00E+00,-4.45E-17,-3.68E-15
6.00E-01,8.00E-01,2.20E-01,-7.69E-05,7.69E-05,8.91E-16,-1.18E-15,1.03E-31,4.59E-15,0.00E+00,-2.96E-16,-3.92E-15
3.00E-01,9.00E-01,1.00E-01,-7.69E-05,7.69E-05,7.00E-16,-2.39E-15,-1.77E-31,6.39E-15,0.00E+00,-2.08E-16,-4.32E-15
6.00E-01,1.10E+00,3.80E-01,-7.68E-05,7.68E-05,7.91E-16,-1.72E-15,3.20E-37,5.74E-15,0.00E+00,-4.20E-16,-4.42E-15
6.00E-01,1.00E+00,3.50E-01,-7.63E-05,7.63E-05,8.20E-16,-1.41E-15,8.37E-31,5.19E-15,0.00E+00,-5.59E-15,-4.21E-15
3.00E-01,1.10E+00,1.20E-01,-7.62E-05,7.62E-05,6.49E-16,-3.30E-15,3.86E-31,7.86E-15,0.00E+00,-2.84E-16,-4.83E-15
6.00E-01,6.00E-01,7.00E-02,-7.62E-05,7.62E-05,9.69E-16,-1.09E-15,-3.86E-32,4.18E-15,0.00E+00,1.39E-14,-3.67E-15
6.00E-01,1.20E+00,4.00E-01,-7.59E-05,7.59E-05,7.63E-16,-2.12E-15,4.06E-31,6.40E-15,0.00E+00,-3.76E-16,-4.66E-15
6.00E-01,7.00E-01,1.50E-01,-7.55E-05,7.55E-05,9.30E-16,-1.11E-15,1.13E-31,4.36E-15,0.00E+00,3.10E-15,-3.79E-15
3.00E-01,7.00E-01,6.00E-02,-7.50E-05,7.50E-05,7.54E-16,-1.64E-15,-1.05E-31,5.14E-15,0.00E+00,-5.96E-15,-3.86E-15
3.00E-01,8.00E-01,9.00E-02,-7.46E-05,7.46E-05,7.26E-16,-1.96E-15,-6.76E-32,5.70E-15,0.00E+00,-1.44E-16,-4.08E-15
6.00E-01,9.00E-01,3.00E-01,-7.46E-05,7.46E-05,8.54E-16,-1.22E-15,-2.49E-31,4.80E-15,0.00E+00,-4.01E-15,-4.05E-15
3.00E-01,1.20E+00,1.30E-01,-7.44E-05,7.44E-05,6.24E-16,-3.77E-15,2.29E-31,8.63E-15,0.00E+00,-2.19E-16,-5.09E-15
3.00E-01,6.00E-01,1.00E-02,-7.44E-05,7.44E-05,7.84E-16,-1.45E-15,4.83E-32,4.74E-15,0.00E+00,-4.73E-15,-3.68E-15
6.00E-01,8.00E-01,2.30E-01,-7.43E-05,7.43E-05,8.91E-16,-1.14E-15,-2.19E-31,4.56E-15,0.00E+00,-4.15E-16,-3.92E-15
6.00E-01,5.00E-01,1.05E-33,-7.39E-05,7.39E-05,1.01E-15,-1.04E-15,4.51E-32,3.96E-15,0.00E+00,7.50E-15,-3.55E-15
6.00E-01,6.00E-01,8.00E-02,-7.35E-05,7.35E-05,9.69E-16,-1.06E-15,-5.79E-32,4.14E-15,0.00E+00,1.31E-14,-3.67E-15
6.00E-01,1.10E+00,3.90E-01,-7.34E-05,7.34E-05,7.90E-16,-1.69E-15,2.19E-31,5.71E-15,0.00E+00,-4.94E-16,-4.42E-15
3.00E-01,1.00E+00,1.20E-01,-7.33E-05,7.33E-05,6.74E-16,-2.81E-15,-4.83E-33,7.09E-15,0.00E+00,-1.73E-16,-4.57E-15
6.00E-01,1.00E+00,3.60E-01,-7.33E-05,7.33E-05,8.20E-16,-1.37E-15,-2.83E-31,5.15E-15,0.00E+00,-5.19E-15,-4.21E-15
3.00E-01,9.00E-01,1.10E-01,-7.32E-05,7.32E-05,6.99E-16,-2.36E-15,3.62E-33,6.37E-15,0.00E+00,-3.36E-16,-4.32E-15
6.00E-01,7.00E-01,1.60E-01,-7.28E-05,7.28E-05,9.29E-16,-1.08E-15,7.73E-32,4.33E-15,0.00E+00,2.56E-15,-3.79E-15
6.00E-01,1.20E+00,4.10E-01,-7.23E-05,7.23E-05,7.63E-16,-2.09E-15,-3.54E-32,6.37E-15,0.00E+00,-4.50E-16,-4.66E-15
3.00E-01,1.10E+00,1.30E-01,-7.22E-05,7.22E-05,6.49E-16,-3.27E-15,1.58E-31,7.84E-15,0.00E+00,-1.06E-16,-4.83E-15
3.00E-01,7.00E-01,7.00E-02,-7.20E-05,7.20E-05,7.53E-16,-1.61E-15,-2.25E-31,5.10E-15,0.00E+00,-5.56E-15,-3.86E-15
6.00E-01,9.00E-01,3.10E-01,-7.19E-05,7.19E-05,8.53E-16,-1.19E-15,1.35E-31,4.76E-15,0.00E+00,-3.92E-15,-4.05E-15
3.00E-01,6.00E-01,2.00E-02,-7.17E-05,7.17E-05,7.84E-16,-1.42E-15,1.11E-31,4.70E-15,0.00E+00,-4.60E-15,-3.68E-15
6.00E-01,8.00E-01,2.40E-01,-7.16E-05,7.16E-05,8.90E-16,-1.11E-15,-3.09E-31,4.52E-15,0.00E+00,-4.94E-16,-3.91E-15
6.00E-01,5.00E-01,1.00E-02,-7.13E-05,7.13E-05,1.01E-15,-1.00E-15,5.92E-31,3.93E-15,0.00E+00,3.11E-15,-3.54E-15
3.00E-01,8.00E-01,1.00E-01,-7.12E-05,7.12E-05,7.26E-16,-1.93E-15,4.57E-31,5.67E-15,0.00E+00,-3.08E-16,-4.08E-15
6.00E-01,6.00E-01,9.00E-02,-7.09E-05,7.09E-05,9.68E-16,-1.02E-15,-1.03E-31,4.10E-15,0.00E+00,1.22E-14,-3.67E-15
6.00E-01,1.00E+00,3.70E-01,-7.04E-05,7.04E-05,8.19E-16,-1.34E-15,-1.67E-31,5.12E-15,0.00E+00,-5.06E-15,-4.21E-15
3.00E-01,1.20E+00,1.40E-01,-7.02E-05,7.02E-05,6.24E-16,-3.75E-15,9.01E-32,8.60E-15,0.00E+00,-3.14E-16,-5.09E-15
6.00E-01,7.00E-01,1.70E-01,-7.02E-05,7.02E-05,9.29E-16,-1.04E-15,6.12E-32,4.29E-15,0.00E+00,2.47E-15,-3.79E-15
6.00E-01,1.10E+00,4.00E-01,-7.01E-05,7.01E-05,7.90E-16,-1.66E-15,9.01E-32,5.68E-15,0.00E+00,-3.15E-16,-4.42E-15
3.00E-01,9.00E-01,1.20E-01,-6.95E-05,6.95E-05,6.99E-16,-2.33E-15,-1.61E-31,6.34E-15,0.00E+00,-3.60E-17,-4.32E-15
3.00E-01,1.00E+00,1.30E-01,-6.94E-05,6.94E-05,6.74E-16,-2.78E-15,-2.86E-31,7.07E-15,0.00E+00,-2.11E-16,-4.57E-15
6.00E-01,9.00E-01,3.20E-01,-6.93E-05,6.93E-05,8.53E-16,-1.15E-15,1.38E-31,4.73E-15,0.00E+00,-3.85E-15,-4.04E-15
3.00E-01,6.00E-01,3.00E-02,-6.90E-05,6.90E-05,7.83E-16,-1.38E-15,1.29E-32,4.66E-15,0.00E+00,-4.44E-15,-3.68E-15
3.00E-01,7.00E-01,8.00E-02,-6.90E-05,6.90E-05,7.53E-16,-1.58E-15,-2.67E-31,5.07E-15,0.00E+00,-5.31E-15,-3.86E-15
6.00E-01,8.00E-01,2.50E-01,-6.90E-05,6.90E-05,8.90E-16,-1.07E-15,-1.67E-31,4.48E-15,0.00E+00,-1.19E-12,-3.91E-15
6.00E-01,1.20E+00,4.20E-01,-6.87E-05,6.87E-05,7.62E-16,-2.06E-15,7.73E-32,6.34E-15,0.00E+00,-6.08E-16,-4.66E-15
6.00E-01,5.00E-01,2.00E-02,-6.87E-05,6.87E-05,1.01E-15,-9.68E-16,5.79E-32,3.89E-15,0.00E+00,2.14E-15,-3.54E-15
6.00E-01,6.00E-01,1.00E-01,-6.83E-05,6.83E-05,9.68E-16,-9.85E-16,8.53E-32,4.07E-15,0.00E+00,1.13E-14,-3.66E-15
3.00E-01,1.10E+00,1.40E-01,-6.81E-05,6.81E-05,6.49E-16,-3.25E-15,-3.61E-31,7.82E-15,0.00E+00,-3.38E-16,-4.83E-15
3.00E-01,8.00E-01,1.10E-01,-6.78E-05,6.78E-05,7.26E-16,-1.90E-15,-1.61E-32,5.64E-15,0.00E+00,-1.81E-16,-4.08E-15
6.00E-01,7.00E-01,1.80E-01,-6.76E-05,6.76E-05,9.28E-16,-1.01E-15,1.93E-32,4.25E-15,0.00E+00,1.96E-15,-3.78E-15
6.00E-01,1.00E+00,3.80E-01,-6.74E-05,6.74E-05,8.19E-16,-1.31E-15,9.27E-31,5.08E-15,0.00E+00,-4.84E-15,-4.21E-15
6.00E-01,1.10E+00,4.10E-01,-6.67E-05,6.67E-05,7.90E-16,-1.63E-15,-1.80E-31,5.65E-15,0.00E+00,-4.85E-16,-4.42E-15
6.00E-01,9.00E-01,3.30E-01,-6.66E-05,6.66E-05,8.52E-16,-1.11E-15,-1.42E-31,4.69E-15,0.00E+00,-3.92E-15,-4.04E-15
6.00E-01,8.00E-01,2.60E-01,-6.64E-05,6.64E-05,8.89E-16,-1.04E-15,5.15E-32,4.44E-15,0.00E+00,-3.32E-16,-3.91E-15
3.00E-01,6.00E-01,4.00E-02,-6.63E-05,6.63E-05,7.83E-16,-1.35E-15,-1.93E-32,4.63E-15,0.00E+00,-4.34E-15,-3.68E-15
6.00E-01,5.00E-01,3.00E-02,-6.61E-05,6.61E-05,1.01E-15,-9.32E-16,-1.41E-31,3.85E-15,0.00E+00,1.16E-15,-3.54E-15
3.00E-01,1.20E+00,1.50E-01,-6.60E-05,6.60E-05,6.24E-16,-3.72E-15,9.01E-32,8.58E-15,0.00E+00,7.68E-17,-5.09E-15
3.00E-01,7.00E-01,9.00E-02,-6.59E-05,6.59E-05,7.53E-16,-1.54E-15,3.80E-31,5.03E-15,0.00E+00,-4.91E-15,-3.86E-15
3.00E-01,9.00E-01,1.30E-01,-6.58E-05,6.58E-05,6.99E-16,-2.30E-15,-9.25E-33,6.31E-15,0.00E+00,-2.57E-16,-4.32E-15
6.00E-01,6.00E-01,1.10E-01,-6.57E-05,6.57E-05,9.67E-16,-9.49E-16,-3.30E-32,4.03E-15,0.00E+00,1.06E-14,-3.66E-15
3.00E-01,1.00E+00,1.40E-01,-6.55E-05,6.55E-05,6.74E-16,-2.76E-15,-3.18E-32,7.04E-15,0.00E+00,-1.71E-16,-4.57E-15
6.00E-01,1.20E+00,4.30E-01,-6.50E-05,6.50E-05,7.62E-16,-2.03E-15,2.38E-31,6.32E-15,0.00E+00,-3.22E-16,-4.66E-15
6.00E-01,7.00E-01,1.90E-01,-6.50E-05,6.50E-05,9.28E-16,-9.71E-16,8.37E-32,4.21E-15,0.00E+00,1.76E-15,-3.78E-15
6.00E-01,1.00E+00,3.90E-01,-6.44E-05,6.44E-05,8.19E-16,-1.27E-15,-1.67E-31,5.05E-15,0.00E+00,-4.48E-15,-4.20E-15
3.00E-01,8.00E-01,1.20E-01,-6.44E-05,6.44E-05,7.25E-16,-1.87E-15,-5.09E-31,5.61E-15,0.00E+00,-2.66E-16,-4.08E-15
3.00E-01,1.10E+00,1.50E-01,-6.40E-05,6.40E-05,6.49E-16,-3.22E-15,5.70E-32,7.79E-15,0.00E+00,-2.03E-16,-4.83E-15
6.00E-01,9.00E-01,3.40E-01,-6.39E-05,6.39E-05,8.52E-16,-1.08E-15,6.84E-32,4.65E-15,0.00E+00,-3.72E-15,-4.03E-15
