Vs,Vg,Vd,Id,Is,Qs,Qd,Ig,Qg,Vb,Ib,Qb
6.00E-01,8.00E-01,8.60E+00,9.32E-06,-9.32E-06,7.43E-16,9.47E-15,3.86E-32,-2.54E-15,0.00E+00,-2.41E-15,-6.78E-15
4.61E-34,2.00E-01,4.30E+00,9.36E-06,-9.36E-06,6.76E-16,6.88E-15,1.09E-31,-1.81E-15,0.00E+00,-1.56E-15,-5.31E-15
3.00E-01,7.00E-01,3.30E-01,9.37E-06,-9.37E-06,7.49E-16,-7.49E-16,-4.12E-31,4.22E-15,0.00E+00,-7.40E-16,-3.83E-15
3.00E-01,5.00E-01,7.80E+00,9.39E-06,-9.39E-06,7.09E-16,9.08E-15,6.70E-31,-2.46E-15,0.00E+00,-2.32E-15,-6.51E-15
6.00E-01,8.00E-01,8.70E+00,9.40E-06,-9.40E-06,7.42E-16,9.53E-15,-2.19E-31,-2.56E-15,0.00E+00,-3.18E-15,-6.81E-15
-2.09E-33,2.00E-01,4.40E+00,9.41E-06,-9.41E-06,6.75E-16,6.95E-15,-2.58E-32,-1.83E-15,0.00E+00,-1.61E-15,-5.35E-15
4.08E-32,1.00E+00,2.00E-02,9.44E-06,-9.44E-06,4.94E-16,-4.12E-15,-1.87E-31,9.01E-15,0.00E+00,-9.70E-18,-5.00E-15
4.61E-34,2.00E-01,4.50E+00,9.45E-06,-9.45E-06,6.75E-16,7.03E-15,-1.09E-31,-1.86E-15,0.00E+00,-1.66E-15,-5.39E-15
3.00E-01,5.00E-01,7.90E+00,9.47E-06,-9.47E-06,7.08E-16,9.14E-15,1.83E-31,-2.48E-15,0.00E+00,-2.32E-15,-6.54E-15
6.00E-01,8.00E-01,8.80E+00,9.48E-06,-9.48E-06,7.41E-16,9.58E-15,-2.70E-31,-2.58E-15,0.00E+00,-2.70E-15,-6.84E-15
-1.67E-35,2.00E-01,4.60E+00,9.50E-06,-9.50E-06,6.74E-16,7.10E-15,1.22E-31,-1.88E-15,0.00E+00,-1.70E-15,-5.43E-15
-1.67E-35,2.00E-01,4.70E+00,9.54E-06,-9.54E-06,6.73E-16,7.17E-15,-1.35E-31,-1.90E-15,0.00E+00,-1.74E-15,-5.46E-15
3.00E-01,5.00E-01,8.00E+00,9.55E-06,-9.55E-06,7.06E-16,9.20E-15,-7.89E-32,-2.50E-15,0.00E+00,-2.34E-15,-6.57E-15
6.00E-01,8.00E-01,8.90E+00,9.55E-06,-9.55E-06,7.39E-16,9.64E-15,-8.37E-32,-2.60E-15,0.00E+00,-2.43E-15,-6.86E-15
1.26E-33,2.00E-01,4.80E+00,9.59E-06,-9.59E-06,6.73E-16,7.24E-15,1.16E-31,-1.92E-15,0.00E+00,-1.78E-15,-5.50E-15
4.08E-32,1.10E+00,2.00E-02,9.63E-06,-9.63E-06,4.70E-16,-4.64E-15,-8.05E-32,9.83E-15,0.00E+00,3.11E-17,-5.27E-15
3.00E-01,5.00E-01,8.10E+00,9.63E-06,-9.63E-06,7.05E-16,9.25E-15,-1.99E-31,-2.51E-15,0.00E+00,-2.34E-15,-6.60E-15
6.00E-01,8.00E-01,9.00E+00,9.63E-06,-9.63E-06,7.38E-16,9.69E-15,5.79E-31,-2.62E-15,0.00E+00,-3.15E-15,-6.89E-15
2.53E-33,2.00E-01,4.90E+00,9.64E-06,-9.64E-06,6.72E-16,7.31E-15,-1.45E-32,-1.94E-15,0.00E+00,-1.81E-15,-5.54E-15
6.00E-01,9.00E-01,6.50E-01,9.66E-06,-9.66E-06,8.37E-16,8.41E-17,-1.35E-31,3.37E-15,0.00E+00,-6.84E-17,-3.90E-15
3.17E-33,2.00E-01,5.00E+00,9.69E-06,-9.69E-06,6.71E-16,7.38E-15,9.66E-32,-1.97E-15,0.00E+00,-1.84E-15,-5.57E-15
3.00E-01,5.00E-01,8.20E+00,9.70E-06,-9.70E-06,7.04E-16,9.31E-15,-8.05E-32,-2.53E-15,0.00E+00,-2.35E-15,-6.63E-15
-1.29E-33,2.00E-01,5.10E+00,9.73E-06,-9.73E-06,6.71E-16,7.45E-15,-6.12E-32,-1.99E-15,0.00E+00,-1.86E-15,-5.61E-15
-6.54E-34,2.00E-01,5.20E+00,9.78E-06,-9.78E-06,6.70E-16,7.52E-15,-1.51E-31,-2.01E-15,0.00E+00,-1.88E-15,-5.64E-15
3.00E-01,5.00E-01,8.30E+00,9.78E-06,-9.78E-06,7.03E-16,9.37E-15,3.96E-31,-2.55E-15,0.00E+00,-2.36E-15,-6.65E-15
8.16E-32,1.20E+00,2.00E-02,9.79E-06,-9.79E-06,4.47E-16,-5.17E-15,3.67E-31,1.06E-14,0.00E+00,-6.94E-17,-5.54E-15
6.21E-34,2.00E-01,5.30E+00,9.83E-06,-9.83E-06,6.69E-16,7.59E-15,-5.79E-32,-2.03E-15,0.00E+00,-1.90E-15,-5.67E-15
3.00E-01,5.00E-01,8.40E+00,9.86E-06,-9.86E-06,7.01E-16,9.42E-15,1.93E-31,-2.57E-15,0.00E+00,-2.37E-15,-6.68E-15
6.21E-34,2.00E-01,5.40E+00,9.88E-06,-9.88E-06,6.68E-16,7.66E-15,4.18E-32,-2.05E-15,0.00E+00,-1.92E-15,-5.71E-15
1.90E-33,2.00E-01,5.50E+00,9.93E-06,-9.93E-06,6.68E-16,7.73E-15,1.09E-31,-2.07E-15,0.00E+00,-1.94E-15,-5.74E-15
3.00E-01,5.00E-01,8.50E+00,9.94E-06,-9.94E-06,7.00E-16,9.48E-15,1.71E-31,-2.59E-15,0.00E+00,-2.38E-15,-6.71E-15
1.57E-29,3.00E-01,4.00E-02,9.95E-06,-9.95E-06,6.70E-16,-5.28E-16,-1.77E-31,3.43E-15,0.00E+00,-2.12E-16,-3.19E-15
1.31E-30,4.00E-01,3.00E-02,9.96E-06,-9.96E-06,6.43E-16,-1.05E-15,8.05E-32,4.22E-15,0.00E+00,-4.92E-16,-3.43E-15
2.21E-33,2.00E-01,5.60E+00,9.97E-06,-9.97E-06,6.67E-16,7.79E-15,-5.79E-32,-2.09E-15,0.00E+00,-1.96E-15,-5.77E-15
-2.25E-33,2.00E-01,5.70E+00,1.00E-05,-1.00E-05,6.66E-16,7.86E-15,2.06E-31,-2.12E-15,0.00E+00,-1.97E-15,-5.81E-15
3.00E-01,5.00E-01,8.60E+00,1.00E-05,-1.00E-05,6.99E-16,9.53E-15,1.45E-31,-2.61E-15,0.00E+00,-2.39E-15,-6.73E-15
-9.73E-34,2.00E-01,5.80E+00,1.01E-05,-1.01E-05,6.65E-16,7.93E-15,-1.93E-32,-2.14E-15,0.00E+00,-1.99E-15,-5.84E-15
3.02E-34,2.00E-01,5.90E+00,1.01E-05,-1.01E-05,6.65E-16,7.99E-15,-8.37E-32,-2.16E-15,0.00E+00,-2.00E-15,-5.87E-15
3.00E-01,5.00E-01,8.70E+00,1.01E-05,-1.01E-05,6.98E-16,9.59E-15,2.37E-32,-2.63E-15,0.00E+00,-2.39E-15,-6.76E-15
-4.16E-33,2.00E-01,6.00E+00,1.02E-05,-1.02E-05,6.64E-16,8.06E-15,-1.03E-31,-2.18E-15,0.00E+00,-2.02E-15,-5.90E-15
1.26E-33,2.00E-01,6.10E+00,1.02E-05,-1.02E-05,6.63E-16,8.12E-15,-1.29E-32,-2.20E-15,0.00E+00,-2.03E-15,-5.94E-15
3.00E-01,5.00E-01,8.80E+00,1.02E-05,-1.02E-05,6.96E-16,9.64E-15,-6.43E-33,-2.65E-15,0.00E+00,-2.40E-15,-6.79E-15
1.42E-33,2.00E-01,6.20E+00,1.03E-05,-1.03E-05,6.62E-16,8.18E-15,7.08E-32,-2.22E-15,0.00E+00,-2.05E-15,-5.97E-15
1.74E-33,2.00E-01,6.30E+00,1.03E-05,-1.03E-05,6.62E-16,8.25E-15,1.93E-32,-2.24E-15,0.00E+00,-2.06E-15,-6.00E-15
3.00E-01,5.00E-01,8.90E+00,1.03E-05,-1.03E-05,6.95E-16,9.70E-15,3.54E-32,-2.67E-15,0.00E+00,-2.41E-15,-6.81E-15
3.00E-01,5.00E-01,9.00E+00,1.03E-05,-1.03E-05,6.94E-16,9.75E-15,6.28E-32,-2.69E-15,0.00E+00,-2.42E-15,-6.84E-15
3.00E-01,6.00E-01,3.50E-01,1.03E-05,-1.03E-05,7.76E-16,-1.84E-16,7.40E-32,3.37E-15,0.00E+00,-8.68E-17,-3.58E-15
-2.73E-33,2.00E-01,6.40E+00,1.04E-05,-1.04E-05,6.61E-16,8.31E-15,-1.29E-32,-2.26E-15,0.00E+00,-2.08E-15,-6.03E-15
3.65E-33,2.00E-01,6.50E+00,1.04E-05,-1.04E-05,6.60E-16,8.37E-15,5.79E-32,-2.28E-15,0.00E+00,-2.09E-15,-6.06E-15
1.74E-33,2.00E-01,6.60E+00,1.05E-05,-1.05E-05,6.59E-16,8.43E-15,6.28E-32,-2.30E-15,0.00E+00,-2.11E-15,-6.09E-15
7.15E-33,2.00E-01,6.70E+00,1.05E-05,-1.05E-05,6.59E-16,8.49E-15,1.87E-31,-2.32E-15,0.00E+00,-2.13E-15,-6.12E-15
-1.67E-35,2.00E-01,6.80E+00,1.06E-05,-1.06E-05,6.58E-16,8.55E-15,-9.66E-32,-2.33E-15,0.00E+00,-2.14E-15,-6.15E-15
-4.80E-33,2.00E-01,6.90E+00,1.06E-05,-1.06E-05,6.57E-16,8.61E-15,1.03E-31,-2.35E-15,0.00E+00,-2.16E-15,-6.18E-15
6.00E-01,1.10E+00,6.30E-01,1.07E-05,-1.07E-05,7.83E-16,-9.73E-16,-5.41E-31,4.98E-15,0.00E+00,-5.15E-16,-4.41E-15
-4.16E-33,2.00E-01,7.00E+00,1.07E-05,-1.07E-05,6.56E-16,8.67E-15,6.44E-33,-2.37E-15,0.00E+00,-2.17E-15,-6.21E-15
1.26E-33,2.00E-01,7.10E+00,1.07E-05,-1.07E-05,6.55E-16,8.73E-15,4.83E-32,-2.39E-15,0.00E+00,-2.18E-15,-6.24E-15
-6.54E-34,2.00E-01,7.20E+00,1.08E-05,-1.08E-05,6.55E-16,8.79E-15,-3.85E-31,-2.41E-15,0.00E+00,-2.20E-15,-6.27E-15
-3.35E-34,2.00E-01,7.30E+00,1.08E-05,-1.08E-05,6.54E-16,8.85E-15,5.47E-32,-2.43E-15,0.00E+00,-2.21E-15,-6.30E-15
-1.67E-35,2.00E-01,7.40E+00,1.09E-05,-1.09E-05,6.53E-16,8.91E-15,-5.79E-32,-2.45E-15,0.00E+00,-2.22E-15,-6.33E-15
6.30E-35,2.00E-01,7.50E+00,1.09E-05,-1.09E-05,6.52E-16,8.97E-15,1.06E-31,-2.47E-15,0.00E+00,-2.22E-15,-6.36E-15
3.00E-01,8.00E-01,3.30E-01,1.09E-05,-1.09E-05,7.22E-16,-1.24E-15,1.61E-31,4.99E-15,0.00E+00,-2.11E-16,-4.08E-15
2.22E-34,2.00E-01,7.60E+00,1.10E-05,-1.10E-05,6.51E-16,9.03E-15,1.29E-32,-2.49E-15,0.00E+00,-2.23E-15,-6.39E-15
1.50E-33,2.00E-01,7.70E+00,1.11E-05,-1.11E-05,6.51E-16,9.09E-15,-1.32E-31,-2.51E-15,0.00E+00,-2.24E-15,-6.42E-15
-7.74E-33,2.00E-01,7.80E+00,1.11E-05,-1.11E-05,6.50E-16,9.14E-15,-1.29E-32,-2.53E-15,0.00E+00,-2.25E-15,-6.44E-15
6.00E-01,9.00E-01,6.60E-01,1.11E-05,-1.11E-05,8.36E-16,1.27E-16,-1.63E-31,3.32E-15,0.00E+00,3.67E-16,-3.90E-15
2.77E-33,2.00E-01,7.90E+00,1.12E-05,-1.12E-05,6.49E-16,9.20E-15,-9.98E-32,-2.55E-15,0.00E+00,-2.26E-15,-6.47E-15
-9.63E-35,2.00E-01,8.00E+00,1.12E-05,-1.12E-05,6.48E-16,9.26E-15,1.61E-32,-2.56E-15,0.00E+00,-2.27E-15,-6.50E-15
2.45E-33,2.00E-01,8.10E+00,1.13E-05,-1.13E-05,6.47E-16,9.31E-15,7.73E-32,-2.58E-15,0.00E+00,-2.28E-15,-6.53E-15
-1.37E-33,2.00E-01,8.20E+00,1.13E-05,-1.13E-05,6.46E-16,9.37E-15,1.93E-32,-2.60E-15,0.00E+00,-2.29E-15,-6.56E-15
3.26E-31,5.00E-01,3.00E-02,1.13E-05,-1.13E-05,6.17E-16,-1.54E-15,2.29E-31,4.99E-15,0.00E+00,-3.67E-17,-3.68E-15
-9.63E-35,2.00E-01,8.30E+00,1.14E-05,-1.14E-05,6.45E-16,9.43E-15,-1.29E-32,-2.62E-15,0.00E+00,-2.30E-15,-6.59E-15
1.18E-33,2.00E-01,8.40E+00,1.15E-05,-1.15E-05,6.44E-16,9.48E-15,7.73E-32,-2.64E-15,0.00E+00,-2.31E-15,-6.61E-15
-1.37E-33,2.00E-01,8.50E+00,1.15E-05,-1.15E-05,6.44E-16,9.54E-15,-4.83E-32,-2.66E-15,0.00E+00,-2.32E-15,-6.64E-15
1.18E-33,2.00E-01,8.60E+00,1.16E-05,-1.16E-05,6.43E-16,9.59E-15,-7.73E-32,-2.68E-15,0.00E+00,-2.32E-15,-6.67E-15
1.18E-33,2.00E-01,8.70E+00,1.16E-05,-1.16E-05,6.42E-16,9.65E-15,1.13E-31,-2.70E-15,0.00E+00,-2.33E-15,-6.69E-15
6.00E-01,1.20E+00,6.30E-01,1.17E-05,-1.17E-05,7.57E-16,-1.47E-15,8.69E-32,5.77E-15,0.00E+00,-4.80E-16,-4.66E-15
3.73E-33,2.00E-01,8.80E+00,1.17E-05,-1.17E-05,6.41E-16,9.70E-15,1.29E-32,-2.72E-15,0.00E+00,-2.34E-15,-6.72E-15
-3.92E-33,2.00E-01,8.90E+00,1.18E-05,-1.18E-05,6.40E-16,9.76E-15,1.48E-31,-2.73E-15,0.00E+00,-2.35E-15,-6.75E-15
3.73E-33,2.00E-01,9.00E+00,1.18E-05,-1.18E-05,6.39E-16,9.81E-15,1.93E-32,-2.75E-15,0.00E+00,-2.36E-15,-6.78E-15
3.00E-01,6.00E-01,3.60E-01,1.19E-05,-1.19E-05,7.75E-16,-1.41E-16,-1.32E-31,3.33E-15,0.00E+00,2.80E-16,-3.57E-15
3.00E-01,9.00E-01,3.30E-01,1.19E-05,-1.19E-05,6.97E-16,-1.74E-15,-2.25E-31,5.77E-15,0.00E+00,-3.55E-16,-4.34E-15
6.00E-01,1.00E+00,6.40E-01,1.21E-05,-1.21E-05,8.09E-16,-4.49E-16,9.27E-31,4.18E-15,0.00E+00,-8.91E-16,-4.15E-15
3.65E-29,3.00E-01,5.00E-02,1.22E-05,-1.22E-05,6.70E-16,-4.89E-16,-9.66E-32,3.39E-15,0.00E+00,-1.76E-16,-3.18E-15
2.45E-31,6.00E-01,3.00E-02,1.22E-05,-1.22E-05,5.91E-16,-2.03E-15,5.79E-32,5.77E-15,0.00E+00,-2.67E-17,-3.94E-15
3.00E-01,7.00E-01,3.40E-01,1.24E-05,-1.24E-05,7.48E-16,-7.15E-16,-4.18E-32,4.18E-15,0.00E+00,-8.83E-16,-3.83E-15
6.00E-01,9.00E-01,6.70E-01,1.25E-05,-1.25E-05,8.36E-16,1.71E-16,-3.38E-32,3.27E-15,0.00E+00,1.11E-15,-3.89E-15
3.00E-01,1.00E+00,3.30E-01,1.26E-05,-1.26E-05,6.71E-16,-2.25E-15,-5.79E-32,6.56E-15,0.00E+00,-3.77E-16,-4.60E-15
4.08E-32,7.00E-01,3.00E-02,1.29E-05,-1.29E-05,5.66E-16,-2.54E-15,6.57E-31,6.56E-15,0.00E+00,-1.02E-16,-4.20E-15
3.00E-01,1.10E+00,3.30E-01,1.31E-05,-1.31E-05,6.47E-16,-2.76E-15,2.73E-37,7.36E-15,0.00E+00,-3.66E-16,-4.86E-15
1.31E-30,4.00E-01,4.00E-02,1.32E-05,-1.32E-05,6.43E-16,-1.01E-15,-1.78E-31,4.19E-15,0.00E+00,-6.17E-16,-3.43E-15
3.00E-01,6.00E-01,3.70E-01,1.34E-05,-1.34E-05,7.75E-16,-9.70E-17,-1.93E-32,3.28E-15,0.00E+00,-3.54E-16,-3.57E-15
4.08E-32,8.00E-01,3.00E-02,1.34E-05,-1.34E-05,5.42E-16,-3.06E-15,-1.29E-32,7.37E-15,0.00E+00,-1.66E-16,-4.46E-15
3.00E-01,1.20E+00,3.30E-01,1.35E-05,-1.35E-05,6.22E-16,-3.28E-15,4.51E-32,8.17E-15,0.00E+00,-1.27E-16,-5.13E-15
6.00E-01,9.00E-01,6.80E-01,1.36E-05,-1.36E-05,8.35E-16,2.17E-16,2.06E-31,3.22E-15,0.00E+00,2.61E-15,-3.88E-15
-4.08E-32,9.00E-01,3.00E-02,1.38E-05,-1.38E-05,5.18E-16,-3.57E-15,3.86E-32,8.18E-15,0.00E+00,-2.58E-17,-4.73E-15
4.08E-32,1.00E+00,3.00E-02,1.41E-05,-1.41E-05,4.94E-16,-4.10E-15,-2.74E-31,8.99E-15,0.00E+00,-1.73E-16,-5.00E-15
6.00E-01,1.10E+00,6.40E-01,1.42E-05,-1.42E-05,7.83E-16,-9.43E-16,-1.29E-32,4.95E-15,0.00E+00,-4.79E-16,-4.41E-15
3.65E-29,3.00E-01,6.00E-02,1.42E-05,-1.42E-05,6.70E-16,-4.48E-16,1.67E-31,3.35E-15,0.00E+00,1.13E-16,-3.18E-15
-4.08E-32,1.10E+00,3.00E-02,1.44E-05,-1.44E-05,4.70E-16,-4.62E-15,-3.22E-31,9.81E-15,0.00E+00,-2.03E-16,-5.27E-15
3.00E-01,8.00E-01,3.40E-01,1.44E-05,-1.44E-05,7.22E-16,-1.21E-15,-2.86E-31,4.95E-15,0.00E+00,-3.39E-16,-4.08E-15
-1.82E-38,1.20E+00,3.00E-02,1.46E-05,-1.46E-05,4.46E-16,-5.15E-15,-3.99E-31,1.06E-14,0.00E+00,-8.94E-17,-5.54E-15
6.00E-01,9.00E-01,6.90E-01,1.46E-05,-1.46E-05,8.35E-16,2.63E-16,-1.34E-31,3.16E-15,0.00E+00,5.06E-15,-3.87E-15
3.00E-01,6.00E-01,3.80E-01,1.47E-05,-1.47E-05,7.75E-16,-5.21E-17,-9.33E-32,3.23E-15,0.00E+00,2.43E-15,-3.56E-15
6.00E-01,1.00E+00,6.50E-01,1.49E-05,-1.49E-05,8.09E-16,-4.15E-16,2.51E-31,4.14E-15,0.00E+00,-1.09E-15,-4.15E-15
3.26E-31,5.00E-01,4.00E-02,1.50E-05,-1.50E-05,6.17E-16,-1.51E-15,3.62E-32,4.96E-15,0.00E+00,-1.24E-16,-3.68E-15
3.00E-01,7.00E-01,3.50E-01,1.53E-05,-1.53E-05,7.48E-16,-6.81E-16,-3.62E-31,4.15E-15,0.00E+00,-1.28E-15,-3.83E-15
6.00E-01,9.00E-01,7.00E-01,1.55E-05,-1.55E-05,8.34E-16,3.10E-16,-2.08E-31,3.11E-15,0.00E+00,9.23E-15,-3.87E-15
6.00E-01,1.20E+00,6.40E-01,1.56E-05,-1.56E-05,7.57E-16,-1.45E-15,4.41E-31,5.74E-15,0.00E+00,-5.34E-16,-4.66E-15
3.00E-01,6.00E-01,3.90E-01,1.58E-05,-1.58E-05,7.74E-16,-6.12E-18,1.55E-31,3.17E-15,0.00E+00,-2.31E-16,-3.56E-15
3.00E-01,9.00E-01,3.40E-01,1.58E-05,-1.58E-05,6.96E-16,-1.71E-15,-6.76E-32,5.74E-15,0.00E+00,-3.79E-16,-4.34E-15
-5.22E-30,3.00E-01,7.00E-02,1.62E-05,-1.62E-05,6.69E-16,-4.07E-16,6.44E-33,3.30E-15,0.00E+00,5.37E-16,-3.18E-15
8.16E-32,6.00E-01,4.00E-02,1.62E-05,-1.62E-05,5.91E-16,-2.01E-15,5.15E-32,5.74E-15,0.00E+00,-8.85E-17,-3.94E-15
6.00E-01,9.00E-01,7.10E-01,1.62E-05,-1.62E-05,8.33E-16,3.59E-16,-2.96E-31,3.05E-15,0.00E+00,1.72E-14,-3.86E-15
1.31E-30,4.00E-01,5.00E-02,1.63E-05,-1.63E-05,6.43E-16,-9.80E-16,-5.63E-33,4.16E-15,0.00E+00,-8.02E-16,-3.43E-15
3.00E-01,1.00E+00,3.40E-01,1.67E-05,-1.67E-05,6.71E-16,-2.22E-15,9.66E-32,6.54E-15,0.00E+00,-6.00E-16,-4.60E-15
3.00E-01,6.00E-01,4.00E-01,1.68E-05,-1.68E-05,7.74E-16,4.09E-17,-1.19E-31,3.12E-15,0.00E+00,2.36E-11,-3.55E-15
6.00E-01,9.00E-01,7.20E-01,1.68E-05,-1.68E-05,8.33E-16,4.08E-16,5.23E-32,3.00E-15,0.00E+00,3.25E-14,-3.85E-15
2.04E-31,7.00E-01,4.00E-02,1.71E-05,-1.71E-05,5.66E-16,-2.52E-15,-1.22E-31,6.54E-15,0.00E+00,-4.98E-17,-4.20E-15
3.00E-01,1.10E+00,3.40E-01,1.74E-05,-1.74E-05,6.47E-16,-2.74E-15,3.86E-31,7.34E-15,0.00E+00,-3.18E-16,-4.86E-15
6.00E-01,9.00E-01,7.30E-01,1.74E-05,-1.74E-05,8.32E-16,4.57E-16,-9.74E-32,2.94E-15,0.00E+00,6.10E-14,-3.84E-15
3.00E-01,6.00E-01,4.10E-01,1.76E-05,-1.76E-05,7.74E-16,8.90E-17,4.35E-32,3.07E-15,0.00E+00,-1.80E-16,-3.54E-15
6.00E-01,1.00E+00,6.60E-01,1.77E-05,-1.77E-05,8.09E-16,-3.81E-16,5.41E-31,4.11E-15,0.00E+00,-1.29E-15,-4.15E-15
6.00E-01,1.10E+00,6.50E-01,1.77E-05,-1.77E-05,7.83E-16,-9.13E-16,-5.92E-31,4.92E-15,0.00E+00,-3.32E-16,-4.41E-15
4.08E-32,8.00E-01,4.00E-02,1.78E-05,-1.78E-05,5.42E-16,-3.03E-15,1.16E-31,7.34E-15,0.00E+00,-1.11E-17,-4.47E-15
6.00E-01,9.00E-01,7.40E-01,1.78E-05,-1.78E-05,8.32E-16,5.07E-16,-2.33E-32,2.88E-15,0.00E+00,1.10E-13,-3.83E-15
3.00E-01,8.00E-01,3.50E-01,1.79E-05,-1.79E-05,7.22E-16,-1.18E-15,-2.01E-33,4.92E-15,0.00E+00,-2.54E-16,-4.08E-15
3.00E-01,1.20E+00,3.40E-01,1.80E-05,-1.80E-05,6.22E-16,-3.25E-15,5.15E-32,8.15E-15,0.00E+00,-2.37E-16,-5.13E-15
-5.22E-30,3.00E-01,8.00E-02,1.80E-05,-1.80E-05,6.69E-16,-3.64E-16,-1.16E-31,3.26E-15,0.00E+00,1.29E-15,-3.18E-15
3.00E-01,7.00E-01,3.60E-01,1.81E-05,-1.81E-05,7.48E-16,-6.47E-16,4.59E-32,4.11E-15,0.00E+00,-1.45E-15,-3.83E-15
6.00E-01,9.00E-01,7.50E-01,1.82E-05,-1.82E-05,8.31E-16,5.57E-16,9.01E-32,2.82E-15,0.00E+00,1.85E-13,-3.82E-15
3.00E-01,6.00E-01,4.20E-01,1.83E-05,-1.83E-05,7.74E-16,1.38E-16,1.96E-31,3.01E-15,0.00E+00,4.56E-11,-3.53E-15
4.08E-32,9.00E-01,4.00E-02,1.83E-05,-1.83E-05,5.18E-16,-3.55E-15,2.78E-31,8.15E-15,0.00E+00,-9.45E-18,-4.73E-15
3.26E-31,5.00E-01,5.00E-02,1.86E-05,-1.86E-05,6.17E-16,-1.47E-15,1.09E-31,4.93E-15,0.00E+00,-9.85E-17,-3.68E-15
6.00E-01,9.00E-01,7.60E-01,1.86E-05,-1.86E-05,8.30E-16,6.08E-16,4.51E-32,2.76E-15,0.00E+00,2.90E-13,-3.82E-15
4.08E-32,1.00E+00,4.00E-02,1.88E-05,-1.88E-05,4.94E-16,-4.07E-15,7.08E-32,8.97E-15,0.00E+00,-8.06E-17,-5.00E-15
3.00E-01,6.00E-01,4.30E-01,1.89E-05,-1.89E-05,7.73E-16,1.87E-16,2.12E-31,2.95E-15,0.00E+00,7.03E-17,-3.53E-15
6.00E-01,9.00E-01,7.70E-01,1.89E-05,-1.89E-05,8.30E-16,6.59E-16,1.14E-31,2.71E-15,0.00E+00,4.27E-13,-3.81E-15
1.22E-31,1.10E+00,4.00E-02,1.91E-05,-1.91E-05,4.70E-16,-4.60E-15,1.29E-32,9.79E-15,0.00E+00,-2.21E-16,-5.27E-15
6.00E-01,9.00E-01,7.80E-01,1.92E-05,-1.92E-05,8.29E-16,7.10E-16,2.57E-32,2.65E-15,0.00E+00,5.91E-13,-3.80E-15
6.00E-01,1.20E+00,6.50E-01,1.94E-05,-1.94E-05,7.57E-16,-1.42E-15,1.09E-31,5.71E-15,0.00E+00,-3.71E-16,-4.66E-15
1.31E-30,4.00E-01,6.00E-02,1.94E-05,-1.94E-05,6.43E-16,-9.46E-16,-1.93E-32,4.12E-15,0.00E+00,-9.24E-16,-3.43E-15
3.00E-01,6.00E-01,4.40E-01,1.94E-05,-1.94E-05,7.73E-16,2.38E-16,1.67E-31,2.90E-15,0.00E+00,7.29E-17,-3.52E-15
-1.82E-38,1.20E+00,4.00E-02,1.95E-05,-1.95E-05,4.46E-16,-5.12E-15,-1.61E-31,1.06E-14,0.00E+00,4.80E-17,-5.54E-15
6.00E-01,9.00E-01,7.90E-01,1.95E-05,-1.95E-05,8.29E-16,7.61E-16,1.09E-31,2.59E-15,0.00E+00,-5.30E-16,-3.79E-15
-5.22E-30,3.00E-01,9.00E-02,1.96E-05,-1.96E-05,6.69E-16,-3.21E-16,3.22E-33,3.21E-15,0.00E+00,2.53E-15,-3.17E-15
3.00E-01,9.00E-01,3.50E-01,1.96E-05,-1.96E-05,6.96E-16,-1.68E-15,-1.67E-31,5.71E-15,0.00E+00,-4.57E-16,-4.34E-15
6.00E-01,9.00E-01,8.00E-01,1.98E-05,-1.98E-05,8.28E-16,8.13E-16,-1.71E-31,2.53E-15,0.00E+00,-4.65E-16,-3.78E-15
3.00E-01,6.00E-01,4.50E-01,1.99E-05,-1.99E-05,7.73E-16,2.88E-16,-1.48E-31,2.84E-15,0.00E+00,4.43E-17,-3.51E-15
6.00E-01,9.00E-01,8.10E-01,2.00E-05,-2.00E-05,8.28E-16,8.64E-16,6.60E-32,2.47E-15,0.00E+00,-6.33E-16,-3.78E-15
2.45E-31,6.00E-01,5.00E-02,2.01E-05,-2.01E-05,5.91E-16,-1.98E-15,1.93E-32,5.72E-15,0.00E+00,-6.81E-17,-3.94E-15
6.00E-01,9.00E-01,8.20E-01,2.02E-05,-2.02E-05,8.27E-16,9.16E-16,-8.85E-32,2.41E-15,0.00E+00,-5.32E-16,-3.77E-15
3.00E-01,6.00E-01,4.60E-01,2.03E-05,-2.03E-05,7.72E-16,3.39E-16,1.26E-31,2.78E-15,0.00E+00,3.29E-17,-3.50E-15
6.00E-01,1.00E+00,6.70E-01,2.04E-05,-2.04E-05,8.08E-16,-3.46E-16,3.73E-31,4.07E-15,0.00E+00,-1.30E-15,-4.15E-15
6.00E-01,9.00E-01,8.30E-01,2.04E-05,-2.04E-05,8.27E-16,9.68E-16,-8.69E-32,2.36E-15,0.00E+00,-5.83E-16,-3.76E-15
3.00E-01,6.00E-01,4.70E-01,2.06E-05,-2.06E-05,7.72E-16,3.91E-16,2.06E-31,2.72E-15,0.00E+00,-4.16E-17,-3.50E-15
6.00E-01,9.00E-01,8.40E-01,2.07E-05,-2.07E-05,8.26E-16,1.02E-15,-2.00E-31,2.30E-15,0.00E+00,-5.69E-16,-3.76E-15
3.00E-01,1.00E+00,3.50E-01,2.08E-05,-2.08E-05,6.71E-16,-2.19E-15,1.06E-31,6.51E-15,0.00E+00,-2.06E-16,-4.60E-15
3.00E-01,6.00E-01,4.80E-01,2.09E-05,-2.09E-05,7.72E-16,4.42E-16,2.09E-31,2.66E-15,0.00E+00,2.03E-10,-3.49E-15
